brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings
Louis Philippe Jeans,Men Slim Fit Low-Rise Jeans,2069.0,2999.0,0.31,3.9,28.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
Lee,Men Slim Fit Jeans,2069.0,4599.0,0.55,2.9,9.0
Being Human,Men Slim Fit Jeans,2105.0,3899.0,0.46,2.9,9.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Jack & Jones,Men Skinny Fit Low-Rise Jeans,2064.0,3499.0,0.41,4.0,24.0
StyleCast x Revolte,Men Relaxed Fit Jeans,2063.0,4299.0,0.52,4.0,24.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2063.0,4299.0,0.52,4.0,24.0
U.S. Polo Assn. Denim Co.,Men Clean Look Jeans,1937.0,3799.0,0.49,3.6,14.0
Mufti,Men Slim Fit Jeans,2049.0,4099.0,0.5,3.6,14.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Lee,Men Cotton Slim Fit Jeans,2149.0,4999.0,0.57,3.6,13.0
Allen Solly,Men Skinny Fit Mid-Rise Jeans,2012.0,3299.0,0.39,4.0,7.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.0,7.0
SOKO STREET,Men Flared Fit Jeans,2039.0,3999.0,0.49,4.0,7.0
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,2039.0,3999.0,0.49,4.0,7.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2039.0,3999.0,0.49,4.0,7.0
SPYKAR,Men Light Fade Cotton Jeans,1529.0,5099.0,0.7,4.1,22.0
SPYKAR,Slim Fit Low-Rise Jeans,1849.0,3699.0,0.5,4.1,22.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
SPYKAR,Men Relaxed Fit Cotton Jeans,1849.0,3699.0,0.5,4.2,130.0
StyleCast x Revolte,Men Wide Leg Jeans,2034.0,3699.0,0.45,2.5,8.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,2.5,8.0
SPYKAR,Men Bootcut Jeans,1849.0,3699.0,0.5,2.5,8.0
The Souled Store,Men Slim Fit Cotton Jeans,1999.0,3499.0,15.0,2.5,8.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1999.0,3499.0,15.0,2.5,8.0
Pepe Jeans,Men Skinny Fit Jeans,2024.0,4499.0,0.55,3.1,11.0
Jack & Jones,Men Slim Fit Stretchable Jeans,2024.0,4499.0,0.55,3.7,47.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Pepe Jeans,Men Slim Fit Low-Rise Jeans,2024.0,4499.0,0.55,3.4,12.0
Flying Machine,Men Cotton Tapered Fit Jeans,2015.0,2799.0,0.28,3.4,12.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.4,12.0
Flying Machine,Men Tapered Fit Jeans,2015.0,2799.0,0.28,4.0,21.0
Flying Machine,Men Slim Fit Jeans,2015.0,2799.0,0.28,3.8,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
U.S. Polo Assn. Denim Co.,Men Slim Fit Stretchable Jeans,2009.0,2999.0,0.33,4.1,25.0
Canary London,Slim Fit Low-Rise Jeans,1999.0,3999.0,0.5,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Snitch,Foil Printed Baggy Jeans,1393.0,3399.0,0.59,3.8,16.0
FREAKINS,Men Straight Fit Cotton Jeans,1999.0,4799.0,28.0,4.5,27.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Raymond,Slim-Fit Jeans,1999.0,3999.0,0.5,3.7,124.0
Wrangler,Men Slim Fit Stretchable Jeans,1999.0,3999.0,0.5,2.5,6.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1999.0,3999.0,0.5,2.5,6.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Flying Machine,Men Tapered Fit Jeans,2015.0,2799.0,0.28,4.2,31.0
Flying Machine,Men Slim Tapered Fit Jeans,2015.0,2799.0,0.28,4.3,36.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2015.0,2799.0,0.28,4.3,36.0
Being Human,Men Slim Fit Jeans,1949.0,3899.0,0.5,4.3,36.0
United Colors of Benetton,Men Cotton Skinny Fit Jeans,1799.0,2999.0,0.4,4.3,36.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
Lee,Men Slim Fit Jeans,1934.0,4299.0,0.55,3.7,18.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Lee,Men Skinny Fit Jeans,1934.0,4299.0,0.55,2.8,5.0
HERE&NOW,Men Bootcut Jeans,1926.0,4099.0,0.53,2.8,5.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1926.0,4099.0,0.53,2.8,5.0
ZUSH,Men Plus Size Heavy Fade Jeans,1925.0,3500.0,0.45,2.8,5.0
SPYKAR,Men Relaxed Fit Mid-Rise Jeans,1749.0,3499.0,0.5,2.8,5.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
SPYKAR,Men Relaxed Fit Mid-Rise Jeans,1749.0,3499.0,0.5,4.0,63.0
SPYKAR,Men Slim Fit Low-Rise Jeans,1749.0,3499.0,0.5,4.0,63.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.0,63.0
SPYKAR,Men Slim Fit Cotton Jeans,1749.0,3499.0,0.5,4.0,63.0
SPYKAR,Men Mid Rise Cotton Jeans,1749.0,3499.0,0.5,4.0,63.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1749.0,3499.0,0.5,4.0,63.0
SPYKAR,Men Slim Fit Jeans,1749.0,3499.0,0.5,4.0,63.0
SPYKAR,Men Slim Fit Stretchable Jeans,1749.0,3499.0,0.5,4.0,63.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Voi Jeans,Men Skinny Fit Jeans,1924.0,3499.0,0.45,4.2,130.0
SPYKAR,Heavy Fade Stretchable Jeans,1749.0,3499.0,0.5,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
SPYKAR,Men Slim Fit Stretchable Jeans,1749.0,3499.0,0.5,4.2,130.0
SPYKAR,Men Slim Fit Cotton Jeans,1749.0,3499.0,0.5,4.2,130.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1749.0,3499.0,0.5,4.2,130.0
SPYKAR,Men Relaxed Fit Jeans,1749.0,3499.0,0.5,4.2,130.0
SPYKAR,Men Relaxed Fit Jeans,1749.0,3499.0,0.5,4.2,130.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
SPYKAR,Men Relaxed Fit Jeans,1749.0,3499.0,0.5,3.9,31.0
Voi Jeans,Men Skinny Fit Jeans,1924.0,3499.0,0.45,4.8,8.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,4.8,8.0
High Star,Men Straight Fit Jeans,1919.0,3999.0,0.52,2.2,5.0
U.S. Polo Assn. Denim Co.,Men Bootcut Jeans,2009.0,2999.0,0.33,3.3,11.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1800.0,3999.0,0.54,4.0,15.0
Trendyol,Men Loose Crop Jeans,1599.0,3199.0,0.5,3.9,34.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Pepe Jeans,Men Tapered Fit Low-Rise Jeans,1907.0,3599.0,0.47,3.7,34.0
Pepe Jeans,Men Vapour Slim Fit Jeans,1899.0,3799.0,0.5,4.3,24.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
FREAKINS,Men Highly Distressed Jeans,1899.0,4799.0,29.0,3.7,124.0
Pepe Jeans,Men Straight Fit Jeans,1899.0,3799.0,0.5,4.5,6.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1899.0,3799.0,0.5,4.5,6.0
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1785.0,3799.0,0.53,4.3,15.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Peter England Casuals,Men Slim Fit Mid-Rise Jeans,1859.0,2999.0,0.38,4.6,5.0
U.S. Polo Assn. Denim Co.,Men Slim Tapered Fit Jeans,1859.0,2999.0,0.38,4.1,106.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1859.0,2999.0,0.38,4.1,106.0
StyleCast,Men Light Fade Jogger Jeans,1854.0,3499.0,0.47,4.1,106.0
Being Human,Slim Fit Stretchable Jeans,1889.0,3499.0,0.46,4.1,106.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
Being Human,Men Mid Rise Jeans,1889.0,3499.0,0.46,3.1,35.0
Freeform by High Star,Men Straight Fit Jeans,1854.0,3499.0,0.47,4.3,12.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Being Human,Men Slim Fit Jeans,1849.0,3699.0,0.5,4.2,42.0
Levis,Men 513 Slim Fit Jeans,1934.0,4299.0,0.55,4.1,69.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1934.0,4299.0,0.55,4.1,69.0
Wrangler,Men Tapered Fit Jeans,1848.0,4299.0,0.57,4.5,24.0
Wrangler,Men Slim Fit Low-Rise Jeans,1848.0,4299.0,0.57,3.7,17.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Mufti,Men Slim Fit Jeans,1803.0,4399.0,0.59,4.0,63.0
SPYKAR,Men Slim Fit Jeans,1639.0,4099.0,0.6,4.3,84.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.3,84.0
StyleCast x Revolte,Men Jogger Jeans,1841.0,3349.0,0.45,1.9,13.0
High Star,Men Straight Fit Jeans,1839.0,3999.0,0.54,1.9,13.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1839.0,3999.0,0.54,1.9,13.0
U.S. Polo Assn. Denim Co.,Men Tapered Fit Mid-Rise Jeans,1799.0,3999.0,0.55,3.1,7.0
Pepe Jeans,Men Stretchable Jeans,1839.0,4599.0,0.6,4.2,17.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
StyleCast,Men Wide Leg Jeans,1835.0,3599.0,0.49,4.2,130.0
Flying Machine,Men Super Skinny Fit Jeans,1829.0,2999.0,0.39,4.2,83.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,83.0
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1709.0,3799.0,0.55,3.9,21.0
High Star,Men Straight Fit Cotton Jeans,1819.0,3499.0,0.48,3.9,16.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1819.0,3499.0,0.48,3.9,16.0
Flying Machine,Men Super Skinny Fit Low-Rise Jeans,1871.0,2599.0,0.28,3.8,6.0
Basics,Men Skinny Fit Jeans,1300.0,2599.0,0.49,3.8,6.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
SPYKAR,Men Slim Fit Low-Rise Jeans,1649.0,3299.0,0.5,3.9,31.0
Arrow Sport,Men Slim Fit Jeans,1814.0,3299.0,0.45,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Numero Uno,Men Slim Fit Jeans,1814.0,3299.0,0.45,3.9,31.0
SPYKAR,Men Regular Fit Mid Rise Jeans,1649.0,3299.0,0.5,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
SPYKAR,Men Heavy Fade Mid Rise Jeans,1649.0,3299.0,0.5,4.1,25.0
SPYKAR,Men Skinny Fit Low-Rise Jeans,1649.0,3299.0,0.5,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
SPYKAR,Men Skinny Fit Low-Rise Jeans,1649.0,3299.0,0.5,3.8,16.0
Flying Machine,Men Slim Tapered Fit Jeans,1799.0,2499.0,0.28,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Snitch,Men Fit Mid-Rise Jeans,2099.0,3499.0,0.4,3.7,124.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,2099.0,3499.0,0.4,3.7,124.0
Snitch,Men Regular Fit Mid-Rise Jeans,2099.0,3499.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Allen Solly,Men Mid-Rise Slim Fit Jeans,1749.0,3499.0,0.5,4.6,5.0
Numero Uno,Stretchable Regular Fit Jeans,1749.0,3499.0,0.5,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1749.0,3499.0,0.5,4.6,5.0
High Star,Men Relaxed Fit Jeans,1749.0,3499.0,0.5,2.8,17.0
Hubberholme,Relaxed Fit Jeans,1749.0,4999.0,0.65,4.5,17.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
Flying Machine,Men Skinny Fit Jeans,1125.0,2499.0,0.54,4.1,44.0
Jack & Jones,Men Low-Rise Stretchable Jeans,1749.0,3499.0,0.5,4.0,29.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Flying Machine,Men Skinny Fit Jeans,1799.0,2499.0,0.28,3.9,49.0
Voi Jeans,Men Slim Fit Jeans,1749.0,3499.0,0.5,4.0,21.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1749.0,3499.0,0.5,4.0,21.0
Being Human,Men Mid-Rise Jeans,1781.0,3299.0,0.46,4.0,21.0
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,1709.0,3799.0,0.55,4.5,10.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
U.S. Polo Assn. Denim Co.,Men Mid Rise Slim Fit Jeans,1709.0,3799.0,0.55,3.9,15.0
Crimsoune Club,Men Mid-Rise Jeans,1739.0,2899.0,0.4,3.9,15.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,3.9,15.0
Crimsoune Club,Men Mid-Rise Jeans,1739.0,2899.0,0.4,3.9,15.0
Crimsoune Club,Men Slim Fit Jeans,1739.0,2899.0,0.4,3.9,15.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1739.0,2899.0,0.4,3.9,15.0
Toodle Plus,Plus Size Stretchable Jeans,1739.0,2999.0,12.6,3.9,15.0
U.S. Polo Assn. Denim Co.,Men Slim Tapered Fit Jeans,1735.0,2799.0,0.38,4.0,56.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1735.0,2799.0,0.38,4.2,69.0
WROGN,Men Pure Cotton Relaxed  Jeans,1735.0,2799.0,0.38,3.8,34.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,3.8,34.0
Peter England,Men Tapered Fit Jeans,1735.0,2799.0,0.38,4.7,6.0
Flying Machine,Men Skinny Fit Low-Rise Jeans,1727.0,2399.0,0.28,4.3,20.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1727.0,2399.0,0.28,4.3,20.0
Hubberholme,Men Relaxed Fit Jeans,1719.0,3999.0,0.57,4.3,20.0
HERE&NOW,No Fade Cat Scratches Jeans,1719.0,3999.0,0.57,4.3,20.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Freeform by High Star,Men Plus Size Jeans,1719.0,3999.0,0.57,3.8,21.0
Pepe Jeans,Men Tapered Fit Cotton Jeans,1719.0,4299.0,0.6,4.3,112.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,4.3,112.0
SPYKAR,Men Slim Fit Low-Rise Jeans,1289.0,4299.0,0.7,4.3,112.0
Wrangler,Men Slim Fit Low-Rise Jeans,1719.0,3999.0,0.57,3.2,13.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Raymond,Men Slim Fit Jeans,1600.0,3999.0,0.59,4.1,25.0
High Star,Men Relaxed Fit Jeans,1715.0,3299.0,0.48,3.8,20.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Arrow Sport,Men Slim Fit Jeans,1584.0,3299.0,0.51,3.8,16.0
Arrow Sport,Men Slim Fit Stretchable Jeans,1584.0,3299.0,0.51,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Flying Machine,Men Mid Rise Tapered Fit Jeans,1689.0,2599.0,0.35,4.2,165.0
StyleCast,Men Wide Leg Jeans,1714.0,3499.0,0.51,4.2,165.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1714.0,3499.0,0.51,4.2,165.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Arrow Sport,Men Slim Fit Jeans,1584.0,3299.0,0.51,4.6,5.0
Arrow Sport,Men Slim Fit Stretchable Jeans,1584.0,3299.0,0.51,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1584.0,3299.0,0.51,4.6,5.0
Flying Machine,Men Mid Rise Tapered Fit Jeans,1689.0,2599.0,0.35,4.2,165.0
StyleCast,Men Wide Leg Jeans,1714.0,3499.0,0.51,4.2,165.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
Flying Machine,Men Relaxed Fit  Jeans,1707.0,2799.0,0.39,3.1,35.0
Snitch,Men Slim Fit Mid-Rise Jeans,1707.0,2799.0,0.39,3.1,35.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Snitch,Men Plain Loose Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
BEAT LONDON by PEPE JEANS,Cotton Slim Fit Low-Rise Jeans,1499.0,2399.0,0.37,4.3,41.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1499.0,2399.0,0.37,4.3,41.0
HERE&NOW,Slash Knee Light Fade Jeans,1691.0,3599.0,0.53,3.4,7.0
Being Human,Men Heavy Fade Jeans,1738.0,4699.0,0.63,3.9,17.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Octave,Men Mid-Rise Jeans,1689.0,2599.0,0.35,4.0,63.0
U.S. Polo Assn. Denim Co.,Men Slim Fit Stretchable Jeans,1584.0,3299.0,0.51,4.2,6.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.2,6.0
Monte Carlo,Men Slim Fit Mid-Rise Jeans,1679.0,2799.0,0.4,4.2,6.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1679.0,2799.0,0.4,4.2,6.0
Flying Machine,Men Tapered Fit Low-Rise Jeans,1727.0,2399.0,0.28,4.5,8.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Flying Machine,Men Super Skinny Fit Jeans,1727.0,2399.0,0.28,3.7,6.0
Jack & Jones,Men Skinny Fit Low-Rise Jeans,1679.0,2799.0,0.4,4.1,151.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.1,151.0
U.S. Polo Assn. Denim Co.,Men Skinny Fit Jeans,1679.0,3999.0,0.58,4.7,10.0
Flying Machine,Men Tapered Fit Cotton Jeans,1260.0,2799.0,0.54,3.8,5.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1260.0,2799.0,0.54,3.8,5.0
Flying Machine,Men Tapered Fit Jeans,1679.0,2799.0,0.4,4.3,46.0
Urbano Fashion,Men Baggy Fit Jeans,1676.0,3899.0,0.57,4.3,46.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1665.0,3399.0,0.51,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Wrangler,Men Millard Stretchable Jeans,1664.0,3699.0,0.55,4.3,15.0
StyleCast,Men Relaxed Fit Jeans,1663.0,3199.0,0.48,4.3,15.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Louis Philippe Jeans,Men Slim Fit Jeans,1651.0,2799.0,0.41,4.1,25.0
Numero Uno,Men Skinny Fit Low-Rise Jeans,1649.0,3299.0,0.5,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Numero Uno,Men Skinny Fit Low-Rise Jeans,1649.0,3299.0,0.5,3.8,16.0
Numero Uno,Men Slim Fit Low-Rise Jeans,1649.0,3299.0,0.5,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Numero Uno,Men Slim Fit Jeans,1649.0,2999.0,0.45,3.7,124.0
Numero Uno,Light Fade Stretchable Jeans,1649.0,2999.0,0.45,3.7,124.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1649.0,2999.0,0.45,3.7,124.0
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,1584.0,3299.0,0.51,4.2,27.0
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,1400.0,2799.0,0.49,4.3,12.0
Voi Jeans,Men Straight Fit Jeans,1664.0,3699.0,0.55,4.3,12.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
SPYKAR,Men Stretchable Jeans,1199.0,3999.0,0.7,4.1,11.0
Mast & Harbour,Men Regular Fit Mid-Rise Jeans,1597.0,3399.0,0.53,4.1,11.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1597.0,3399.0,0.53,4.1,11.0
Mast & Harbour,Light Fade Cotton Jeans,1597.0,3399.0,0.53,4.1,11.0
U.S. Polo Assn. Denim Co.,Men Skinny Fit Mid-Rise Jeans,1595.0,3799.0,0.58,4.6,12.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
Mufti,Men Light Fade Jeans,1590.0,4299.0,0.63,4.1,34.0
Flying Machine,Men Loose Fit Jeans,1585.0,2599.0,0.39,4.1,34.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
StyleCast,Men Regular Fit Cotton Jeans,1574.0,3499.0,0.55,2.8,6.0
Being Human,Men Jeans,1574.0,3499.0,0.55,2.8,6.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1574.0,3499.0,0.55,2.8,6.0
Celio,Men Slim Fit Jeans,1574.0,3499.0,0.55,3.9,9.0
Hubberholme,Men Jeans,1563.0,3399.0,0.54,3.9,9.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Octave,Men Straight Fit Jeans,1559.0,2399.0,0.35,4.0,63.0
Flying Machine,Men Tapered Fit Jeans,1350.0,2999.0,0.54,4.3,24.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.3,24.0
Arrow Sport,Skinny Fit Jeans,1440.0,2999.0,0.51,4.3,24.0
Urbano Plus,Plus Size Men Heavy Fade Jeans,1559.0,2599.0,0.4,4.2,16.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1559.0,2599.0,0.4,4.2,16.0
SPYKAR,Men Slim Fit Low-Rise Jeans,1364.0,3899.0,0.65,4.0,44.0
SPYKAR,Men Mid-Rise Cotton Jeans,1169.0,3899.0,0.7,4.2,25.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Lee,Men Skinny Fit Jeans,1633.0,3799.0,0.57,3.6,9.0
Lee,Men Slim Fit Jeans,1633.0,3799.0,0.57,3.6,30.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,3.6,30.0
Wrangler,Men Slim Fit Low-Rise Jeans,1557.0,3799.0,0.59,3.8,31.0
Wrangler,Men Slim Fit Jeans,1557.0,3799.0,0.59,3.5,21.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1557.0,3799.0,0.59,3.5,21.0
Flying Machine,Men Tapered Fit Jeans,1550.0,3299.0,0.53,3.5,21.0
BEVDAAS,Men Straight Fit Cargo Jeans,1399.0,5165.0,37.66,3.3,7.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Peter England Casuals,Men Tapered Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Code 61,Men Slim Fit Low-Rise Jeans,1456.0,3099.0,0.53,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Peter England Casuals,Men Skinny Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Peter England Casuals,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
U.S. Polo Assn. Denim Co.,Men Skinny Fit Jeans,1549.0,2499.0,0.38,3.9,47.0
U.S. Polo Assn. Denim Co.,Men Skinny Fit Jeans,1549.0,2499.0,0.38,4.0,77.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Nautica,Men Slim Fit Jeans,1547.0,3599.0,0.57,4.1,28.0
Being Human,Men Light Fade Jeans,1590.0,4299.0,0.63,4.0,23.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
Being Human,Men Slim Fit Jeans,1574.0,3499.0,0.55,4.4,7.0
Hubberholme,Men Relaxed Fit Jeans,1539.0,3499.0,0.56,4.4,12.0
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1539.0,3499.0,0.56,4.4,12.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
SPYKAR,Men Stretchable Jeans,1199.0,3999.0,0.7,4.1,11.0
Mast & Harbour,Men Regular Fit Mid-Rise Jeans,1597.0,3399.0,0.53,4.1,11.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1597.0,3399.0,0.53,4.1,11.0
Mast & Harbour,Light Fade Cotton Jeans,1597.0,3399.0,0.53,4.1,11.0
U.S. Polo Assn. Denim Co.,Men Skinny Fit Mid-Rise Jeans,1595.0,3799.0,0.58,4.6,12.0
Roadster,Men Wide Leg Jeans,805.0,2599.0,0.69,3.1,35.0
Mufti,Men Light Fade Jeans,1590.0,4299.0,0.63,4.1,34.0
Flying Machine,Men Loose Fit Jeans,1585.0,2599.0,0.39,4.1,34.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
